datetime,open,high,low,close,volume,amount,code
2023-11-27,1593.0724278,1593.0724278,1576.63233,1583.819258,1626074.0,2865075216.81,600519.SH
2023-11-28,1582.022526,1593.59348008,1579.327428,1589.24538864,1451976.0,2562905659.33,600519.SH
2023-11-29,1588.311088,1595.498016,1579.327428,1594.33912386,1714933.0,3034175613.94,600519.SH
2023-11-30,1596.14483952,1612.35136216,1591.07805528,1609.422689,2135342.0,3817513544.95,600519.SH
2023-12-01,1607.45526746,1607.8056302,1570.343768,1581.37570248,3305131.0,5830850111.12,600519.SH
2023-12-04,1581.37570248,1582.76816978,1567.90021248,1572.77833986,1844047.0,3233102118.37,600519.SH
2023-12-05,1571.04449348,1571.13433008,1534.42709532,1535.307494,2990301.0,5168983316.9,600519.SH
2023-12-06,1529.58490258,1544.71338602,1528.23735358,1529.917298,2385129.0,4078003021.8,600519.SH
2023-12-07,1530.815664,1535.37936328,1515.8129518,1527.2222,2504150.0,4249170905.94,600519.SH
2023-12-08,1527.2222,1535.16375544,1520.23291252,1531.64216072,2628801.0,4474160126.29,600519.SH
2023-12-11,1518.23854,1530.815664,1488.592462,1525.425468,3683098.0,6172810248.13,600519.SH
2023-12-12,1516.0824616,1536.19687634,1512.848344,1536.19687634,2101066.0,3564305866.14,600519.SH
2023-12-13,1531.91167052,1532.36085352,1488.66433128,1491.28756,3878870.0,6480807499.57,600519.SH
2023-12-14,1496.64182136,1500.15443242,1468.84637732,1469.6369394,4067215.0,6703240106.62,600519.SH
2023-12-15,1480.71379218,1507.25152382,1476.92268766,1477.81207,3709251.0,6140791726.45,600519.SH
2023-12-18,1473.32024,1494.27911878,1468.82841,1493.084292,1989734.0,3292194756.9,600519.SH
2023-12-19,1495.77939,1509.13809242,1477.89292294,1504.76305,2220676.0,3706057587.17,600519.SH
2023-12-20,1506.680972,1508.49844,1493.049962,1499.22026586,2309203.0,3816133219.46,600519.SH
2023-12-21,1490.33284734,1519.69404288,1490.33284734,1517.58578,2901168.0,4827827888.44,600519.SH
2023-12-22,1517.3131598,1525.8552594,1506.69005934,1518.1764571,2166684.0,3613238325.14,600519.SH
2023-12-25,1518.494514,1525.4008924,1515.768312,1519.403248,1247106.0,2086014389.78,600519.SH
2023-12-26,1519.857615,1522.0385766,1506.226605,1517.58578,1477126.0,2457177339.1,600519.SH
2023-12-27,1515.768312,1524.0832281,1509.407174,1514.91410204,1605550.0,2679221364.52,600519.SH
2023-12-28,1518.48542666,1570.28326466,1514.91410204,1567.55706266,3833806.0,6537401379.77,600519.SH
2023-12-29,1563.02248,1589.90283172,1563.02248,1568.474884,2753868.0,4768857531.46,600519.SH
2024-01-02,1558.47881,1561.37767146,1524.9465254,1531.22587734,3215644.0,5440082548.08,600519.SH
2024-01-03,1527.68181474,1540.50405148,1523.33806622,1539.395396,2022929.0,3411400667.33,600519.SH
2024-01-04,1538.486662,1538.486662,1511.16103062,1516.677046,2155107.0,3603970147.13,600519.SH
2024-01-05,1509.70705622,1525.45541644,1501.32852874,1511.55178624,2024286.0,3373155626.7,600519.SH
2024-01-08,1509.407174,1510.315908,1490.33284734,1493.94960866,2558620.0,4211918629.14,600519.SH
2024-01-09,1491.24158134,1501.51936288,1485.84370138,1491.232494,2441204.0,4009826495.98,600519.SH
2024-01-10,1491.3233674,1508.00772364,1488.506292,1491.686861,1735067.0,2856120717.95,600519.SH
2024-01-11,1490.4146334,1506.62644796,1488.56081604,1496.29414238,1644055.0,2708764500.37,600519.SH
2024-01-12,1490.29649798,1500.55610484,1489.7785196,1493.10448604,1160324.0,1908084612.39,600519.SH
2024-01-15,1485.78009,1503.92750798,1485.2802863,1490.32376,1785403.0,2931202342.59,600519.SH
2024-01-16,1488.960659,1496.684898,1476.63822596,1489.80578162,2590314.0,4236042959.79,600519.SH
2024-01-17,1481.23642,1486.21628232,1433.073518,1433.073518,5163276.0,8251735591.39,600519.SH
2024-01-18,1430.347316,1465.6061952,1413.5811737,1463.85233858,6043981.0,9566349513.74,600519.SH
2024-01-19,1462.03487058,1488.51537934,1454.77408592,1485.78009,4637843.0,7550144389.15,600519.SH
2024-01-22,1480.327686,1493.049962,1471.13129792,1492.141228,4694589.0,7678297835.81,600519.SH
2024-01-23,1483.06297534,1490.2783233,1462.153006,1471.240346,3483490.0,5659457114.74,600519.SH
2024-01-24,1480.327686,1484.72595856,1457.20949304,1477.601484,3321635.0,5373603703.01,600519.SH
2024-01-25,1478.34664588,1491.232494,1473.966548,1488.506292,3120580.0,5094508164.92,600519.SH
2024-01-26,1481.56356424,1494.0495694,1474.875282,1487.88835288,2695475.0,4402111882.29,600519.SH
2024-01-29,1490.5963802,1509.02550572,1490.58729286,1499.4111,3142068.0,5189014946.07,600519.SH
2024-01-30,1499.39292532,1499.39292532,1463.06174,1465.787942,3086633.0,5010784454.24,600519.SH
2024-01-31,1465.787942,1472.12181798,1452.27506742,1458.43628394,2964912.0,4770104890.59,600519.SH
2024-02-01,1458.972437,1475.68405526,1454.883134,1463.08900202,2648515.0,4272298575.76,600519.SH
2024-02-02,1467.60541,1479.21903052,1436.708454,1450.339464,3938202.0,6336691193.66,600519.SH
2024-02-05,1450.339464,1487.99740096,1449.6579135,1481.24550734,5313036.0,8590683070.98,600519.SH
2024-02-06,1481.24550734,1531.65298232,1477.6923574,1523.038184,5247204.0,8740646588.38,600519.SH
2024-02-07,1527.60911602,1558.10622906,1509.96150174,1554.83478666,5260107.0,8899606866.71,600519.SH
2024-02-08,1563.03156734,1567.56615,1531.21679,1550.300204,4675654.0,7953438044.01,600519.SH
