datetime,open,high,low,close,volume,amount,code
2025-08-22,11.51891685,11.53787803,11.35774682,11.43359154,164425977.0,1979461310.91,000001.SZ
2025-08-25,11.49047508,11.87917927,11.4715139,11.80333455,304508753.0,3761289075.87,000001.SZ
2025-08-26,11.80333455,11.8507375,11.6611257,11.71800924,138359861.0,1709560922.86,000001.SZ
2025-08-27,11.68008688,11.71800924,11.42411095,11.43359154,186004950.0,2268070720.55,000001.SZ
2025-08-28,11.46203331,11.50943626,11.34826623,11.45255272,165358793.0,1991723373.76,000001.SZ
2025-08-29,11.42411095,11.58528098,11.40514977,11.42411095,180512568.0,2186232853.05,000001.SZ
2025-09-01,11.42411095,11.42411095,11.23449915,11.27242151,185845902.0,2214306331.71,000001.SZ
2025-09-02,11.23449915,11.36722741,11.22501856,11.35774682,149271566.0,1780010208.88,000001.SZ
2025-09-03,11.35774682,11.38618859,11.13021266,11.13969325,136723249.0,1619322977.46,000001.SZ
2025-09-04,11.14917384,11.15865443,10.9974844,11.13021266,129530002.0,1513956779.44,000001.SZ
2025-09-05,11.12073207,11.13021266,11.02592617,11.11125148,81966156.0,957547462.67,000001.SZ
2025-09-08,11.10177089,11.16813502,11.06384853,11.0922903,92443104.0,1083054608.28,000001.SZ
2025-09-09,11.10177089,11.16813502,11.07332912,11.13969325,86053917.0,1009279728.78,000001.SZ
2025-09-10,11.13021266,11.17761561,11.10177089,11.15865443,79266839.0,932170200.65,000001.SZ
2025-09-11,11.15865443,11.23449915,11.10177089,11.23449915,96393163.0,1134234366.9,000001.SZ
2025-09-12,11.21553797,11.26294092,11.0922903,11.11125148,94038510.0,1107449056.76,000001.SZ
2025-09-15,11.0922903,11.11125148,11.02592617,11.04488735,84038656.0,980347616.84,000001.SZ
2025-09-16,11.05436794,11.10177089,11.00696499,11.03540676,70804849.0,825169463.93,000001.SZ
2025-09-17,11.03540676,11.06384853,10.97852322,11.03540676,77112893.0,896750270.44,000001.SZ
2025-09-18,11.04488735,11.05436794,10.78891142,10.81735319,138616040.0,1594827200.16,000001.SZ
2025-09-19,10.81735319,10.91215909,10.77943083,10.85527555,83465123.0,955004096.91,000001.SZ
2025-09-22,10.84579496,10.87423673,10.77943083,10.78891142,59640232.0,680158438.95,000001.SZ
2025-09-23,10.77943083,10.97852322,10.73202788,10.92163968,134143022.0,1543271184.51,000001.SZ
