datetime,open,high,low,close,volume,amount,code
2023-11-27,162.25126683,162.4467615,158.8161462,158.9092389,18422007.0,3161041987.54,300750.SZ
2023-11-28,158.28551781,160.09151619,157.20564249,160.04496984,20210730.0,3443539749.66,300750.SZ
2023-11-29,159.188517,159.54226926,154.87832499,155.32516995,25188527.0,4235346582.08,300750.SZ
2023-11-30,153.80775894,157.01014782,153.12818223,155.464809,23027161.0,3834512348.69,300750.SZ
2023-12-01,155.73477783,156.1164579,153.07232661,154.0684185,16962209.0,2816101715.16,300750.SZ
2023-12-04,152.2065645,153.08163588,150.10266948,150.48434955,23930401.0,3892529224.86,300750.SZ
2023-12-05,149.08795905,151.15461699,147.69156855,147.84051687,24807739.0,3978910664.08,300750.SZ
2023-12-06,147.69156855,155.33447922,147.29126994,151.62938976,36769276.0,6024339619.75,300750.SZ
2023-12-07,150.810174,154.86901572,150.4378032,153.12818223,26908427.0,4410841808.17,300750.SZ
2023-12-08,153.602955,154.84108791,151.85281224,152.29034793,24502047.0,4030383346.85,300750.SZ
2023-12-11,150.81948327,154.24529463,149.09726832,153.92877945,21489569.0,3497265739.5,300750.SZ
2023-12-12,152.672028,153.80775894,151.72248246,152.32758501,14733877.0,2415527908.85,300750.SZ
2023-12-13,151.32218385,152.29034793,147.74742417,148.34321745,25259399.0,4045085653.77,300750.SZ
2023-12-14,149.76753576,150.33540123,145.63421988,145.81109601,22751400.0,3596263195.63,300750.SZ
2023-12-15,146.3417244,147.71949636,143.9213142,144.293685,20204635.0,3158101585.29,300750.SZ
2023-12-18,142.53423297,143.07417063,136.17600156,136.81834119,42912920.0,6398809829.48,300750.SZ
2023-12-19,136.20392937,139.62043146,136.16669229,138.708123,25185181.0,3734066912.78,300750.SZ
2023-12-20,138.8943084,140.7561624,138.07509264,138.19611315,21249368.0,3174602188.42,300750.SZ
2023-12-21,137.37689739,144.60089091,137.37689739,143.72581953,42131501.0,6433383992.73,300750.SZ
2023-12-22,142.8972945,147.46814607,141.6870894,145.49458083,28032127.0,4359921761.52,300750.SZ
2023-12-25,144.7591485,146.97475476,144.1074996,146.65823958,13005608.0,2036117775.27,300750.SZ
2023-12-26,146.12761119,146.6210025,144.05164398,145.34563251,12767252.0,1994477782.07,300750.SZ
2023-12-27,146.64893031,147.086466,143.24173749,143.66996391,17356460.0,2686313989.06,300750.SZ
2023-12-28,143.56756194,151.89004932,142.96245939,151.73179173,37850179.0,6079407754.87,300750.SZ
2023-12-29,152.65340946,153.602955,150.810174,151.98314202,22683782.0,3707101874.04,300750.SZ
2024-01-02,151.01497794,151.30356531,145.80178674,145.99728141,21403268.0,3390080350.21,300750.SZ
2024-01-03,145.3177047,146.41619856,143.7351288,145.0384266,19757581.0,3070016674.07,300750.SZ
2024-01-04,144.7591485,144.96395244,139.42493679,140.7561624,27241762.0,4114835334.93,300750.SZ
2024-01-05,140.56066773,144.04233471,139.16427723,140.4768843,21035318.0,3195235676.67,300750.SZ
